post_id,title,author,created_utc,cleaned_text,keywords,image_text,doc_embedding,cluster
1icthb9,"Urine-based cancer test accurate even without the uncomfortable bit | A new study has revealed that the now-available test remains just as accurate without it, paving the way from an easy in-home testing option.",c********,2025-01-29 13:15:00,"Urinebased cancer test accurate even without the uncomfortable bit A new study has revealed that the nowavailable test remains just as accurate without it, paving the way from an easy inhome testing option.","['urinebased', ' cancer', ' test', ' accurate', ' even', ' without', ' uncomfortable', ' study', ' revealed', ' nowavailable', ' remains', ' paving', ' easy', ' inhome', ' testing', ' option']",,"[-2.36483337e-03  2.14290153e-03 -4.24963096e-03 -4.35675168e-03
 -2.89337971e-04 -1.77310372e-03  3.37865180e-03  8.28825962e-03
 -7.17774266e-03  2.31410214e-03 -4.15465562e-03 -4.04005917e-03
 -1.80847733e-03  1.94534857e-03  1.60940632e-03  1.63218868e-03
  5.85016748e-03 -3.35617992e-03  2.93617812e-03 -5.81281492e-03
  2.31137336e-03  2.34571029e-03 -4.11280838e-04 -2.29229475e-03
  3.34728137e-03 -1.18267420e-03 -6.69373618e-03 -5.93880285e-03
 -6.04305230e-03 -6.47711195e-03  1.10387860e-04  5.71628893e-03
  5.23433881e-03  1.35204798e-04 -3.63056804e-03  1.87924842e-03
 -1.87454905e-04 -1.14853436e-03  4.68412734e-04 -2.33695493e-03
  4.94823325e-03 -3.39401816e-03  2.02079551e-04 -2.22875713e-03
  1.78123626e-03 -9.52830072e-04 -1.01481553e-03 -3.03253648e-03
  4.73844120e-03  5.83355688e-03  3.45125631e-03  2.65219976e-04
  4.97012911e-03 -8.57276726e-04 -1.95314665e-03 -3.99633573e-05
  3.69445118e-03  2.46390072e-03  2.98164482e-03 -3.88494600e-03
  5.61191817e-04 -4.36516159e-04 -5.39888104e-04  8.92276992e-04
  1.30043388e-03  4.39420110e-03 -2.15162826e-03  5.48005151e-03
 -5.80931408e-03  2.63916538e-03 -3.96065973e-03 -3.77973518e-03
 -1.11060835e-04 -7.80618517e-04  5.75386919e-04  5.46641927e-03
 -4.13632515e-04  1.83118309e-03 -5.51264500e-03 -3.70706734e-03
 -4.53085033e-03 -9.43721854e-04 -3.87719832e-03  6.57904381e-03
 -5.55324415e-03  3.71816987e-03 -2.02348153e-03  6.58639753e-03
  4.51227929e-03  3.15670948e-03  4.76116361e-03  1.08569511e-03
 -4.14435007e-03  2.13977136e-03 -5.52343612e-04  3.37023800e-03
 -2.93333805e-03  5.98866201e-04 -1.26797776e-03  4.86915279e-03]",0
1id87kl,AI creates glowing protein that would've taken nature 500 million years to evolve | Fast-forwarding evolution,c********,2025-01-29 23:39:20,AI creates glowing protein that would've taken nature 500 million years to evolve Fastforwarding evolution,"['creates', ' glowing', ' protein', ' would', ' taken', ' nature', ' million', ' years', ' evolve', ' fastforwarding', ' evolution']",,"[ 2.90472992e-03  3.52306105e-03 -4.95115668e-03 -3.89542966e-03
  3.91117763e-03 -4.28321911e-03 -2.20468407e-03 -1.84706412e-03
 -3.23121110e-03 -6.87806110e-04  2.19935458e-03  2.18049926e-03
  3.29965912e-03  4.07392625e-03  2.11714607e-04 -5.22087270e-04
 -5.97026956e-04  1.25610456e-03 -2.88867531e-03 -4.33781929e-03
 -3.32587538e-03  3.89093999e-03  2.31014309e-03 -9.48193250e-04
  5.46338875e-03  4.85553546e-03 -1.27205090e-03 -5.85628115e-03
 -4.33037803e-03  4.11360961e-04 -2.13445141e-03 -1.99470366e-03
 -1.68280117e-03  7.85495806e-03  3.81267746e-03  4.62669879e-03
  4.11925139e-05  1.01736595e-03 -9.01479158e-04  3.54865042e-04
  3.04692495e-03  3.10444343e-03 -3.33078788e-03 -4.18292679e-04
  1.47679693e-03  2.57257110e-04 -2.04313663e-03 -5.20274043e-03
  1.21506327e-03  3.34927416e-03  1.51466148e-03  1.24595885e-03
 -1.74415996e-03 -1.74764951e-03 -3.47610586e-03  5.77354571e-04
  6.02884509e-04  1.35410717e-03  3.03969253e-03 -2.07960256e-03
  3.72783421e-03  6.55593540e-05 -3.69035080e-03  3.02321021e-03
 -3.73557978e-03  2.75166356e-03  2.04824333e-04  1.55764003e-03
 -5.56269661e-03  5.10756206e-03 -7.23170396e-03 -3.96531448e-03
 -3.19246412e-03 -4.68193227e-03 -2.03626789e-03  2.58095353e-03
 -4.31775290e-04  3.54480959e-04 -1.23858859e-03  3.31125315e-03
  3.62726115e-03  3.99827072e-03  1.25489524e-03  7.60405906e-04
 -5.57865342e-03 -6.92097005e-04 -2.90781283e-03  6.49050064e-03
  5.49001293e-03  4.05713962e-03  3.28904856e-03 -3.70081188e-03
 -5.55875292e-03 -3.45488661e-03  8.11437517e-03 -3.30387126e-03
  1.20421499e-03 -7.73837848e-04  4.64521162e-03  2.77361204e-03]",1
1idlyz3,Scientists develop patch that can repair damaged hearts | Cells taken from blood and ‘reprogrammed’ into heart muscle cells may help patients with heart failure,c********,2025-01-30 12:35:10,Scientists develop patch that can repair damaged hearts Cells taken from blood and reprogrammed into heart muscle cells may help patients with heart failure,"['scientists', ' develop', ' patch', ' repair', ' damaged', ' hearts', ' cells', ' taken', ' blood', ' reprogrammed', ' heart', ' muscle', ' help', ' patients', ' failure']",,"[ 3.62287695e-03  5.36996685e-03  1.18435500e-03  3.03699588e-03
 -2.18667230e-03 -9.56620555e-04  4.29479126e-03  1.75969908e-03
  2.44965102e-03 -2.53732176e-03 -5.65915089e-03 -1.84979895e-03
  3.18901800e-03  2.24414328e-03  2.38254503e-03 -2.55833700e-04
  6.12808624e-03 -3.95606179e-03  6.24563079e-04 -4.73662373e-03
  3.31061101e-03  3.04252468e-03  4.70139603e-05  1.51375704e-03
 -2.11753324e-03 -4.02183412e-03  9.26536741e-04 -1.36889645e-03
 -5.22324000e-04 -1.50792918e-03  5.63846994e-03  4.82304161e-03
  2.66192225e-03  2.97369063e-03  2.21901620e-03  1.88874395e-03
 -2.89774337e-03 -8.21123272e-03 -2.64878245e-03 -2.16327165e-03
  5.12822578e-03  1.14599017e-04  5.01618139e-04  2.17668610e-04
  2.76915287e-03  3.19006685e-05  1.73932570e-03  2.78533227e-03
 -6.13178476e-04  5.35366172e-03  5.97327307e-04 -1.78419950e-03
  2.44183373e-03 -1.91374181e-03 -6.09307026e-04  4.74274112e-03
 -3.10966466e-03 -3.12110805e-03 -3.39787407e-03  4.56282543e-03
 -3.79695394e-03  3.48575064e-03 -6.35773502e-03 -2.40252423e-03
  3.16311652e-03 -2.58597545e-03  3.20606888e-03  5.91104757e-03
 -1.72187889e-03  4.61024372e-03 -6.15995191e-03  1.04022119e-03
  5.58303716e-03  3.16655519e-03  7.01821502e-03 -3.17569799e-03
  2.33739949e-04  2.01937323e-03 -2.32038018e-03 -2.93846149e-03
  4.24659532e-03  4.81625879e-03  1.08896475e-03  8.37448519e-03
 -3.07822949e-03  4.61755844e-05  2.37046901e-04  1.45478081e-03
 -2.80287326e-03  4.19710204e-03 -8.45385657e-04  1.77723443e-04
 -3.07866093e-03 -1.24883221e-03  4.30367468e-03 -3.25434725e-03
  1.13478710e-03 -1.77097460e-03  5.56760933e-03 -1.11837799e-05]",0
1idmcce,'Robot blood' powers soft-bodied jellyfish and worm robots,A***************,2025-01-30 12:56:25,'Robot blood' powers softbodied jellyfish and worm robots,"['robot', ' blood', ' powers', ' softbodied', ' jellyfish', ' worm', ' robots']",,"[-3.51938931e-03  3.48236016e-03  1.01225916e-03  5.73296682e-04
 -1.61984342e-03 -6.45932369e-03 -3.39212758e-03  7.75986264e-05
  8.99561564e-05 -7.97211484e-04  2.15115899e-04 -6.04307419e-03
  2.71975901e-03 -3.46532837e-03 -1.39757013e-03 -4.10554046e-03
  1.15617411e-03 -3.48863029e-03 -4.76968708e-03 -5.63277339e-04
  1.49970653e-03 -1.09052262e-03  5.71614224e-03 -3.26759415e-03
 -2.11113205e-04 -2.77552608e-04 -2.16292188e-04 -6.68971392e-04
  1.07676256e-03  2.75460235e-03  4.69667092e-03 -3.15839099e-03
 -1.35887065e-03  3.70862451e-03 -2.93467450e-03  1.09806075e-03
 -4.68998542e-03 -2.69418070e-03  6.09443377e-05  3.90395871e-03
  1.33213389e-03  4.54959041e-03  5.28319069e-05 -7.76821907e-05
  1.53893186e-03 -1.87753444e-03  5.68599859e-03 -1.84055010e-03
 -2.63434066e-03  4.76504304e-03  2.53740000e-03 -1.82483613e-03
 -4.14122455e-03  4.02025972e-03  1.31960330e-03  1.98695227e-03
  3.13397264e-03  1.28959632e-03 -1.74664916e-03  2.32883496e-03
  1.68469548e-03 -3.68459470e-04 -6.14919409e-04  5.23489062e-03
  2.22231451e-04  1.88513706e-03 -6.12889358e-04 -2.88116722e-03
 -5.05475560e-03  7.30185653e-04 -4.41299891e-03  3.09100165e-03
  2.90090987e-03  5.21195494e-03 -2.77320651e-04 -3.83477751e-03
  5.28769149e-03  4.17468930e-03 -2.41214642e-03 -1.43652235e-03
 -2.74095195e-03 -3.89449834e-03 -3.46697494e-03  1.37909665e-03
 -4.27563209e-03  6.38450030e-04 -4.01550345e-03  3.51034076e-04
 -7.13154150e-04  4.30563418e-03  1.74194598e-03 -1.64261810e-03
 -5.27583761e-03  1.00216933e-03  4.00615716e-03  9.36341297e-04
  4.25488641e-03 -3.24629433e-03  1.52324233e-03 -3.45202815e-03]",1
1ied9ez,"Hyperelastic rubber soft robots mimic mantis shrimp-level punch, flea-like leaps | A flexible joint releases stored energy under compression, enabling strong, repetitive motions with a simple tendon-motor setup.",c********,2025-01-31 12:04:34,"Hyperelastic rubber soft robots mimic mantis shrimplevel punch, flealike leaps A flexible joint releases stored energy under compression, enabling strong, repetitive motions with a simple tendonmotor setup.","['hyperelastic', ' rubber', ' soft', ' robots', ' mimic', ' mantis', ' shrimplevel', ' punch', ' flealike', ' leaps', ' flexible', ' joint', ' releases', ' stored', ' energy', ' compression', ' enabling', ' strong', ' repetitive', ' motions', ' simple', ' tendonmotor', ' setup']",,"[-3.35370190e-03  2.50911247e-03 -1.68445031e-03 -6.75983587e-03
  2.21815659e-03 -4.52103326e-03  3.64470016e-03  5.20756468e-03
 -9.38053988e-03  4.65771125e-04 -3.60752223e-03 -2.20416416e-03
 -2.61905510e-03 -2.48498749e-04  6.16741832e-04 -4.02623089e-04
  9.78049240e-04 -1.97454100e-03  5.56369079e-03 -4.84649651e-03
  3.64934094e-03 -1.65856851e-03  2.68964330e-03  2.74627586e-03
  1.81289611e-03 -3.47808423e-03 -6.22574124e-04 -2.48092040e-03
 -6.74505020e-03 -4.51491447e-03 -8.05483432e-04  7.31602730e-03
  6.16134552e-04  8.30420200e-03  5.62758418e-03 -1.94302888e-03
  8.13977211e-04 -6.33612182e-03 -4.18603944e-04 -2.83082458e-03
  7.37937167e-03 -3.56392819e-04  1.68413599e-03 -2.49231944e-05
 -3.47685395e-03  1.26497680e-03 -1.24842243e-03 -1.38229027e-03
  7.56896101e-03  3.86677217e-03  4.75510489e-03  2.38424851e-04
  3.18997423e-03  9.21641942e-04 -6.94946619e-03  3.59907001e-03
  3.27900867e-03  1.50632230e-03 -8.60261451e-03 -6.77858072e-04
  2.09606587e-04  2.43866723e-03  2.80428707e-04 -9.37757795e-05
  1.41154346e-03 -6.91888796e-04  9.20945778e-04 -3.11633456e-03
 -3.22293094e-03  1.85489678e-03 -8.86167958e-03 -3.40465200e-03
 -5.33756320e-05  1.57551374e-03  7.12054316e-03  6.84693281e-04
  6.80096867e-03  1.09962624e-04 -6.53024809e-03  4.20637289e-03
  2.66485004e-04  1.92542968e-03 -3.24150035e-03  7.01654935e-03
  3.88228216e-07  2.94486969e-03  2.10491498e-03  4.79116011e-03
 -1.37026876e-03  2.59218807e-03  2.92414613e-03 -1.57230522e-03
  6.40728569e-04  5.88439126e-03  1.11950119e-03  2.18749075e-04
  4.39981604e-03 -6.76193135e-03  4.83861472e-03 -1.82105089e-03]",0
1ieddnq,"HIV cure could be hiding in FDA-approved drug | A new study, shows that the compound EBC-46 can reactivate dormant virus cells, allowing them to be targeted by immunotherapy. This is called a “kick and kill” strategy which could completely clear the virus from a patient.",c********,2025-01-31 12:11:35,"HIV cure could be hiding in FDAapproved drug A new study, shows that the compound EBC46 can reactivate dormant virus cells, allowing them to be targeted by immunotherapy. This is called a kick and kill strategy which could completely clear the virus from a patient.","['cure', ' could', ' hiding', ' fdaapproved', ' drug', ' study', ' shows', ' compound', ' ebc46', ' reactivate', ' dormant', ' virus', ' cells', ' allowing', ' targeted', ' immunotherapy', ' called', ' kick', ' kill', ' strategy', ' completely', ' clear', ' patient']",,"[ 5.92844968e-04 -1.49963002e-04 -1.16638817e-04 -5.84778748e-03
  1.87843828e-03 -9.25569050e-03 -3.50637129e-05 -1.17746531e-05
 -3.52601823e-03  2.54797563e-03 -1.30854279e-03 -8.09526723e-03
  1.76912628e-03  5.42191230e-03 -2.88485503e-03  2.05362783e-04
  4.62172180e-03 -1.35020399e-03 -2.64982623e-03 -8.82783905e-03
  5.97336143e-03 -3.46214930e-03  5.05990814e-03  4.57775639e-03
  5.47497068e-04  2.86775315e-03 -4.17436380e-03 -7.50314910e-03
 -4.42054681e-03  4.94395557e-04  7.30778556e-04  3.27030988e-03
 -6.54731586e-04  1.99513067e-03 -1.32859999e-03  3.81261203e-03
 -1.87583768e-03 -1.04490598e-03 -6.83018705e-03 -1.66705996e-03
  8.49394035e-03 -4.41929180e-04  1.57395378e-04 -1.55065581e-03
  3.81994504e-03  5.91701828e-03  2.52754800e-03 -4.05521085e-03
  7.15827895e-03  1.60652693e-04 -1.88207044e-03 -3.99882533e-03
  2.76422035e-03  6.02426939e-04 -5.38031757e-03 -5.62666624e-04
  4.48693056e-03 -2.68624700e-03 -2.76243151e-03  1.14593201e-03
  3.29613802e-03  6.58622989e-03  7.31592299e-05  5.31842513e-03
  1.75321219e-03 -9.99233220e-04 -6.53932453e-04 -1.80389546e-03
  5.01477974e-04  3.54322675e-03  7.03927712e-04 -2.77118990e-03
  2.72145099e-03 -3.41009023e-03  2.39027990e-03 -1.61068968e-03
  2.50143581e-03  3.58782243e-03 -3.24128615e-03 -3.84496409e-03
  4.42510052e-03  8.20824690e-03 -3.05418693e-03  6.68806490e-03
 -5.08916145e-03  3.60660371e-03 -7.80467549e-03  1.07918517e-03
 -1.60627905e-03  6.13951962e-03  2.12779036e-03  5.58320759e-03
 -7.58360652e-03  2.46762601e-03  2.29426124e-03  5.08112321e-03
  1.12532487e-03 -3.99067486e-03  2.06354191e-03 -4.11301432e-03]",0
1iee2sm,‘Fatty cartilage’ discovery set to revolutionize regenerative medicine,A***************,2025-01-31 12:51:40,Fatty cartilage discovery set to revolutionize regenerative medicine,"['fatty', ' cartilage', ' discovery', ' revolutionize', ' regenerative', ' medicine']",,"[-4.38734656e-03  3.09284334e-03  5.10264479e-04  2.97499122e-04
  1.10765069e-03 -3.85926850e-03 -2.11354555e-03  6.74038602e-04
 -3.76264122e-03  1.15876202e-03 -5.69685828e-03  3.56047368e-03
 -1.01477571e-03  2.91112112e-03  2.30120867e-03 -5.29778190e-03
  4.14520223e-03  1.16660405e-04 -4.20739502e-03 -1.50272535e-04
  5.81904640e-03  3.05916183e-05 -3.81222606e-04 -8.22993927e-04
  1.99981825e-03  3.33753834e-03 -4.98058216e-04  2.00844850e-04
  3.80979502e-03 -4.03364794e-03 -3.53830820e-03  3.47619090e-04
  2.40423460e-03  7.02755852e-03  2.16951151e-03  4.92354156e-03
  2.43061827e-03  1.16532727e-03 -2.53830804e-03 -5.46174822e-03
 -4.62699682e-04  2.41256319e-03  4.40676836e-03 -2.46581156e-04
 -4.90303617e-04  3.76544101e-03  2.58851773e-03 -2.25965912e-03
 -3.00937972e-04 -3.72038735e-03  8.21419060e-04  1.22294889e-03
  3.24288412e-04  1.76226476e-03 -5.95248397e-03  1.00539741e-03
 -2.20183167e-03  2.57377536e-03  9.19027079e-04 -4.10913303e-03
  4.80662193e-03  1.52429729e-03  3.37384222e-03  5.26438747e-03
  1.42163499e-05 -2.02102237e-03  3.68891796e-03 -2.79449299e-03
 -4.93433420e-03  2.38444959e-03  3.65999877e-03 -2.88517983e-03
 -3.24475230e-03 -4.81884088e-03  4.06346656e-03 -2.04330101e-03
 -1.01371016e-03  2.08679913e-03  3.56223504e-03  2.61874520e-05
  4.38800082e-03 -3.39596136e-03  8.53326987e-04  1.67650302e-04
  1.40989921e-03  2.01941095e-03 -8.67662486e-04  3.81455780e-03
 -6.26744528e-04  4.97545535e-03 -2.26840354e-03  2.10162438e-03
 -3.97283863e-03  3.34203779e-03  1.79715571e-03  3.45150335e-03
  1.51883403e-04  1.42964185e-03  5.02115488e-03 -4.89604333e-03]",1
1if5hqa,Koenigsegg's new Tourbillon trans is unlike anything you've ever seen,A***************,2025-02-01 12:41:49,Koenigsegg's new Tourbillon trans is unlike anything you've ever seen,"['koenigsegg', ' tourbillon', ' trans', ' unlike', ' anything', ' ever', ' seen']",,"[ 4.13831277e-03 -3.93750565e-03 -9.33472591e-04 -4.99032950e-03
  4.47786227e-03  7.26543425e-04 -2.19867053e-03  3.71839385e-03
 -3.63385974e-04 -5.05271740e-03  2.38964031e-03 -4.76373080e-03
  1.76035694e-03  2.33225641e-03 -9.62952327e-04 -4.02624300e-03
  1.45488768e-03 -2.27008550e-03 -4.21945518e-03 -5.34167094e-03
  1.70973130e-03 -8.03090341e-04  5.04075363e-03 -9.42668339e-05
  3.92281829e-04  4.38937778e-03  2.81082653e-03 -5.60115697e-03
 -6.21256942e-04  5.58216998e-04 -3.18619446e-03  2.68758181e-03
  2.87165307e-03  6.89827045e-03 -1.64410030e-03  4.78178496e-03
  2.52405531e-03 -5.88371744e-03 -2.94621615e-03  2.70192605e-03
 -3.02460464e-03 -3.53016215e-03  1.04553695e-03 -4.39517060e-03
  8.07892298e-04  2.81141000e-03  5.68217365e-03 -4.53786692e-03
  3.90528678e-03  3.39182164e-03 -3.44353076e-03 -2.74386397e-03
  4.00165422e-03  2.11459934e-03 -3.15840170e-03 -3.91664798e-04
 -1.20420032e-03  2.96610664e-03 -5.86166885e-03  2.17565894e-03
  1.07206416e-03  2.10935017e-03 -4.74791788e-03 -2.29883683e-03
 -5.04758162e-03  5.79917571e-03  4.08334471e-03  3.38985305e-03
 -1.02505053e-03  5.31279761e-03  2.06842949e-03 -3.53880855e-03
  1.90300436e-03 -3.34261893e-03  5.09266858e-04 -4.07346117e-04
 -1.41208933e-03 -3.71626974e-03 -1.81708892e-03  5.28465305e-03
  2.79502041e-04 -7.23864141e-05  1.93047919e-03 -1.02162501e-03
 -2.15400220e-03  2.25496432e-03 -6.13402983e-04  1.41307036e-03
  5.79063315e-03  3.23919696e-03 -3.18956590e-04 -3.49127385e-03
  1.35159248e-03  5.06687723e-03  5.18450886e-03  4.58496669e-03
 -4.11835732e-04 -4.01819637e-03  2.76545156e-03  1.28468964e-03]",1
1ifa48l,Microsoft lets you use ChatGPT’s priciest AI model for free,A**************,2025-02-01 16:33:44,Microsoft lets you use ChatGPTs priciest AI model for free,"['microsoft', ' lets', ' chatgpts', ' priciest', ' model', ' free']",,"[-6.35540462e-04  3.00307351e-04  2.72195530e-03 -4.23830189e-03
  5.56685077e-03 -5.86432498e-03 -3.93277471e-04 -3.17865727e-03
 -5.40775713e-03  2.40687141e-03 -5.39248064e-03 -5.79428859e-03
 -1.76331459e-03  8.13951017e-04 -2.36262335e-03 -4.68568597e-03
  3.06751858e-03  5.97291626e-04 -1.45428209e-03 -1.59832661e-03
 -4.15549008e-03 -1.31410884e-03 -2.15087272e-03 -5.66092727e-04
  3.58131947e-03  3.30476509e-03 -1.97814486e-04  3.20637762e-03
  4.03640233e-03  3.84478457e-03 -1.16755394e-03 -2.06780178e-03
  1.76787924e-03 -2.49140896e-03 -1.24745106e-03 -3.78580764e-04
  1.63261453e-03  1.94430968e-03  1.73165801e-03 -4.18057246e-03
 -3.08548403e-03 -1.58669427e-03 -2.35822471e-03 -1.06361078e-03
 -7.58426788e-04  4.78507369e-04 -1.95398740e-03 -2.21911981e-03
 -2.96892249e-03  5.10286819e-03 -2.30199029e-03  4.88628075e-03
  2.26313178e-03  6.23980595e-04  2.87011755e-03  4.91321925e-03
  1.94896391e-04  8.99853534e-04  4.22747852e-03  7.46991418e-06
  5.80965448e-03  6.05030265e-03 -1.79436058e-03 -4.11289232e-03
  2.04256829e-03  2.19886820e-03 -4.08300693e-04  1.55138678e-03
 -3.97174153e-03  4.08803084e-04  2.65490334e-03  2.30036722e-03
 -2.07936880e-03  3.22363898e-03  4.54728352e-03  5.83163230e-03
  2.31534825e-03  3.57204326e-03  9.03459848e-04  4.04449180e-03
 -4.96755075e-03 -2.50770664e-03  8.85805697e-04 -1.98909664e-03
  1.49112591e-03 -2.56429659e-04  4.56807174e-04 -2.43024551e-04
 -7.51531043e-05  1.80874404e-03  2.38034176e-03 -2.27261637e-03
  1.43358181e-03  1.97421247e-03  6.01887994e-04 -3.56666162e-03
  1.53291505e-03 -1.66506841e-04 -7.55233690e-04  3.50645836e-03]",1
1ifa98g,AI Designed Computer Chips That the Human Mind Can't Understand.,B*******************,2025-02-01 16:39:59,AI Designed Computer Chips That the Human Mind Can't Understand.,"['designed', ' computer', ' chips', ' human', ' mind', ' understand']",,"[-6.67401880e-04 -9.09974682e-04  4.68445418e-04 -5.03908424e-03
  1.64040178e-03  2.23242887e-03  2.40595220e-03 -3.87225416e-04
 -2.10896716e-03  5.13116317e-03 -6.73864735e-04  3.60983633e-03
 -1.99821941e-03 -2.93306867e-03 -5.55868680e-03 -4.14053863e-03
  1.94797246e-03  3.40235466e-03 -1.90770812e-03 -2.39317282e-03
 -2.92013655e-03 -2.61395675e-04 -9.00115527e-04  5.39897662e-03
 -1.56277232e-03  3.04544880e-03 -6.68832194e-03  1.75196875e-03
  2.69005261e-03 -4.69744904e-03  2.72868946e-03  4.54812252e-04
  1.65413972e-03  3.16017354e-03  1.35786820e-03 -3.77998804e-03
  1.64023280e-04 -4.82168188e-03  1.55056850e-03 -2.00143969e-03
  1.66288039e-04 -3.84223094e-04 -2.47704494e-03 -3.67628061e-03
  2.13947170e-03 -8.95946578e-04  1.78104860e-03 -1.90492114e-03
 -3.56474589e-03  6.14103628e-03 -1.41024461e-03 -2.36542919e-03
  1.29939360e-03 -3.75553919e-03 -3.78919113e-03 -2.62365071e-03
  4.36294917e-03 -3.00411624e-03 -5.39574539e-03 -4.81711654e-03
 -2.22404767e-03  6.31660398e-04  4.18019481e-03  3.46194627e-03
  1.78672955e-03  1.32778159e-03 -1.32548285e-03  4.01956448e-03
  1.67509221e-04 -1.47026835e-03 -3.43086710e-03 -1.58643548e-03
  4.52244561e-03 -4.17162990e-03  5.65493666e-03 -2.45542685e-03
  1.65926642e-03 -2.21777963e-03  1.58079539e-03 -8.54290556e-05
 -2.47938349e-03  4.66876337e-03 -8.07554112e-04  4.18012077e-03
 -5.48536889e-04  3.83104268e-03 -4.85713268e-03  3.35615454e-03
 -3.72000621e-03  7.10265536e-04 -1.91365008e-03 -3.71337426e-03
 -3.54063231e-03 -3.23943840e-03  3.49507993e-03 -1.10370445e-03
  4.00428148e-03 -6.07029349e-03  5.21471258e-03 -4.68305079e-03]",1
1ifbavd,"Lightsail propulsion could enable interstellar travel at speeds never before imagined | The Breakthrough Starshot Initiative — backed by theoretical physicist Stephen Hawking and scientist Yuri Milner — aims to send miniature spacecraft to Alpha Centauri, our nearest star system.",c********,2025-02-01 17:25:17,"Lightsail propulsion could enable interstellar travel at speeds never before imagined The Breakthrough Starshot Initiative backed by theoretical physicist Stephen Hawking and scientist Yuri Milner aims to send miniature spacecraft to Alpha Centauri, our nearest star system.","['lightsail', ' propulsion', ' could', ' enable', ' interstellar', ' travel', ' speeds', ' never', ' imagined', ' breakthrough', ' starshot', ' initiative', ' backed', ' theoretical', ' physicist', ' stephen', ' hawking', ' scientist', ' yuri', ' milner', ' aims', ' send', ' miniature', ' spacecraft', ' alpha', ' centauri', ' nearest', ' star', ' system']",,"[ 1.94206217e-03  3.65108601e-03  8.03196279e-04 -5.36632771e-03
 -2.12992867e-03 -1.11467037e-02  3.71868769e-03  2.20852206e-03
 -8.56417138e-03 -2.72595789e-03 -8.08195397e-03 -5.25067234e-03
  3.05490289e-03  5.27247740e-03  2.29778630e-03 -7.86752626e-03
  4.37533483e-03 -6.69708289e-03 -1.45755708e-03 -4.94329142e-04
  8.37205164e-03 -2.38147052e-03 -2.33149971e-03  3.86270066e-03
  5.32537745e-03  6.39174460e-03 -7.45962607e-03 -3.53367627e-03
 -5.73854195e-03 -6.23909151e-03  1.98841863e-03  5.52436279e-04
  3.35528189e-03  1.21886982e-02  3.10159661e-03  4.15576622e-03
 -4.88544581e-03 -8.35111644e-03 -7.38488103e-04 -2.80975946e-03
  7.48266885e-03  2.15540919e-03  4.62979544e-03 -5.51508041e-03
  6.16863975e-03  1.18175300e-03  3.89720616e-03  4.11999505e-03
  6.43475214e-03  2.74554151e-03  6.34163618e-04  1.13262620e-03
 -2.77027464e-03 -3.77375633e-03 -8.27922393e-03 -2.00096751e-03
  5.46250073e-03  4.13860613e-03 -1.30270876e-03  1.39427220e-03
  4.74258931e-03  9.78612900e-03  1.90589542e-03  2.78982194e-03
 -6.29301067e-04  4.36459156e-03 -1.78539008e-03  3.33302561e-03
 -7.08948914e-03  5.87903988e-03  9.92535846e-04  4.24697064e-03
  8.09497386e-03 -4.12442675e-03  9.79974400e-03  9.97264171e-04
 -3.39961937e-03  2.05359282e-03 -1.82369701e-03  3.94475693e-03
 -5.39757917e-03  2.04552850e-03 -5.06546209e-03  1.40106315e-02
 -9.96123345e-05  6.42325729e-03 -5.48132090e-03  7.88295083e-03
  7.17114890e-04  3.11831158e-04  5.20258909e-03 -2.19105836e-03
  9.96917835e-04  3.72997718e-03  8.82321689e-03  1.88149148e-04
 -1.53286860e-03 -1.15521792e-02  4.12920816e-03 -6.48624089e-04]",0
